Wrkr_ID,Case_Number,Reg,Off,AcctType,PaymentRecord,Payor_Receiving_Fed_Benefits,Levy_Active,LISAN_Action,Contempt_Action,Number_Emps_Currently,Emp1_End_Date,Case_Years_Open,Payor_Current_Age,PayorGender,Self_Emp,PayorPrsnPast,Month35_CSMSDue,max_paid_times,max_stopped_times,stop_times,Mean_Paid_Percent,Month1_CSMSPaid,Month2_CSMSPaid,Month3_CSMSPaid,Month4_CSMSPaid,Month5_CSMSPaid,Month6_CSMSPaid,Month7_CSMSPaid,Month8_CSMSPaid,Month9_CSMSPaid,Month10_CSMSPaid,Month11_CSMSPaid,Month12_CSMSPaid,Month13_CSMSPaid,Month14_CSMSPaid,Month15_CSMSPaid,Month16_CSMSPaid,Month17_CSMSPaid,Month18_CSMSPaid,Month19_CSMSPaid,Month20_CSMSPaid,Month21_CSMSPaid,Month22_CSMSPaid,Month23_CSMSPaid,Month24_CSMSPaid,Month25_CSMSPaid,Month26_CSMSPaid,Month27_CSMSPaid,Month28_CSMSPaid,Month29_CSMSPaid,Month30_CSMSPaid,Month31_CSMSPaid,Month32_CSMSPaid,Month33_CSMSPaid,Month34_CSMSPaid,Month35_CSMSPaid
B6YD,839643,2,1,18,111100-010000-000000-100000, , , , ,0,10/18/2018,9.61,41,1,0,0,110,4,10,3,0.203393939,91.36,0,0,110,110,110,110,87.02,110,110,110,110,110,110,60.9,0,0,0,110,0,0,0,0,0,0,0,0,0,0,36.06,0,0,0,0,0
B6YD,843002,2,1,18,010110-100011-111101-001000, , , , ,0,2/17/2015,9.53,34,1,0,1,40,6,3,7,0.5,40,40,40,40,40,0,0,0,0,0,0,0,40,0,40,40,0,40,0,0,0,40,40,40,40,40,40,0,40,0,0,40,0,0,0
B6YD,845279,2,1,12,111111-110001-010011-111001, , , , ,1, ,9.47,33,1,0,1,451.98,8,3,4,0.533362464,222.27,271.18,451.98,451.98,451.98,451.98,451.98,451.98,451.98,451.98,451.98,451.98,451.98,451.98,451.98,451.98,451.98,451.98,125.16,0,0,0,250.32,0,451.98,0,0,125.16,451.98,451.98,62.92,250.32,0,0,451.98
B6YD,847679,2,1,18,111101-000000-000000-000100, , , , ,1, ,7.43,36,1,0,1,30,4,15,3,0.194166667,25.12,30,30,30,30,30,30,0,0,0,0,16.6,30,30,30,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,0
B6YD,849191,2,1,18,111111-111000-000000-001110, , , , ,0,4/30/2014,9.37,32,1,0,0,30,9,11,2,0.808380952,30,30,30,30,30,30,30,30,25.37,23.4,25,26.52,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,27.92,27.08,18,0
B6YD,849276,2,1,18,101101-111101-111111-111001, , ,SANC, ,0,1/10/2012,3.78,33,1,0,1,500.6,10,2,4,0.404947396,159,0,160,159,159,159,500,159,0,159,250,250,0,250,250,0,230,160,227,200,230,0,227,240,500.6,160,240,240,240,240,240,240,0,0,500.6
B6YD,849988,2,1,18,011111-100011-111000-111110, , , , ,0,2/29/2016,9.32,45,1,0,0,83,6,3,4,0.071490964,0,0,0,0,0,0,0,0,0,0,0,0,2.52,2.94,12.67,12.9,13.33,13.54,0,0,0,8.77,20.92,17.95,16.74,3.89,0,0,0,4.34,2.94,3.08,3.08,2.8,0
B6YD,850408,2,1,12,111111-111100-000000-010000, , ,SANC, ,0,11/8/2018,9.33,44,1,0,1,80,10,9,2,0.361458333,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,44.3,22.15,80,44.3,0,0,0,0,0,0,0,0,0,23.25,0,0,0,0
B6YD,853624,2,1,18,011011-011111-111111-111101, , , , ,1,1/25/2018,9.24,33,1,0,0,50,15,1,4,0.840833333,88.54,0,0,50,50,50,50,60,13,52,24,0,50,50,0,50,50,0,59,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50
B6YD,859284,2,1,11,100000-000000-000100-000000, , , , ,0,2/13/2018,7.16,32,1,0,1,444,1,14,2,0.057284168,117.67,172.33,43.46,111.81,78.45,39.22,0,39.23,85,85,85,43.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0
B6YD,861172,2,1,11,111111-111111-111110-000000, , ,SANC, ,0,7/10/2018,4.09,36,0,0,1,50,17,7,1,0.679508333,50,50,50,51.63,50,50,50,50,50,50,50,50,51.3,50,50,50,50,50,50,50,50,50,50,27.5,62.76,54.64,46.14,23.07,0,0,0,0,0,0,0
B6YD,862003,2,1,12,111110-011111-110001-001110, , , , ,0,2/27/2019,8.49,31,1,0,1,60,7,3,4,0.542805556,0,52.74,60,60,60,60,16.61,49.84,52.39,28.86,57.55,60,60,60,60,23.4,0,0,32.2,60,44.31,60,60,60,60,0,0,0,15.74,0,0,5.99,60,60,0
B6YD,864158,2,1,12,000000-001111-111111-000100, , , , ,0,11/29/2018,8.93,50,1,0,1,30,10,8,3,0.438027778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,30,29.08,30,30,30,30,30,30,30,0,0,0,25,0,0
B6YD,865724,2,1,12,111111-111111-111110-001111, , , , ,1, ,6.63,33,1,0,0,500,17,3,1,0.79004,348.56,348.56,145.56,104,0,0,0,236.54,236.54,439.9,490.81,459.23,476.33,478.23,490.41,454.3,483.17,474.58,410.96,500,483.18,436.57,274.71,500,482.15,491.79,495.84,312.11,0,0,0,276.92,500,500,500
B6YD,866679,2,1,18,000000-101000-000000-110000, , ,SANC, ,0,4/4/2018,8.85,36,1,0,1,50,2,9,4,0.109908333,0,0,0,0,0,0,0,0,0,0,24.61,0,0,0,0,0,0,36.11,0,11.11,0,0,0,0,0,0,0,0,0,50,34.67,0,0,0,0
B6YD,870020,2,1,12,000000-000000-110000-000011, , , , ,2, ,8.75,27,1,0,1,30,2,12,2,0.129472222,30,0,0,0,0,0.14,0,12,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.62,30,0,0,0,0,0,0,0,0,30,16.6
B6YD,871559,2,1,18,111111-001011-111101-001111, , , , ,1, ,8.7,30,0,1,0,50,6,2,4,0.725608333,59.82,46.14,46.14,46.14,46.14,63.59,23.07,46.14,52.01,46.14,46.14,46.14,46.14,23.07,50,50,50,0,0,50,0,27.69,50,50,50,50,77.69,0,50,0,0,50,50,50,50
B6YD,874060,2,1,12,111111-111111-111111-111000, , , , ,0,1/31/2019,8.63,50,1,0,1,245,21,3,1,0.828955782,245,245,245,245,245,245,245,173.9,245,245,245,245,245,245,245,245,245,245,179.27,245,245,245,245,245,245,245,195.16,173.4,245,245,161.43,245,0,0,0
B6YD,874362,2,1,12,000000-000000-101011-111111, , ,WITH, ,1, ,8.62,30,1,0,1,30,8,12,3,0.416666667,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,30,30,30,30,30,30,30,30
B6YD,875359,2,1,12,111111-111111-010001-011111, , , , ,1, ,8.6,30,0,0,1,50,12,3,3,0.774116667,50,50,50,50,34.84,0,0,27.69,50,50,50,50,50,59.97,46.14,46.14,57.67,46.14,57.67,46.14,14.99,89.17,52.5,0,50,0,0,0,34.72,0,50,50,27.69,50,50
B6YD,875646,2,1,18,111011-111111-111001-111111, , , , ,2, ,8.54,52,1,0,1,538,11,2,2,0.824442379,538,496.6,496.6,620.75,496.6,620.75,496.6,496.6,620.75,496.6,496.6,620.75,496.6,372.45,0,272.98,446.94,538,538,538,538,446.94,538,538,570.54,538,0,0,424,538,538,538,538,538,538
B6YD,876820,2,1,18,000011-110000-000000-000000, , ,SANC, ,1,1/17/2018,8.54,28,1,0,1,170,4,16,2,0.011213235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.15,14.26,3.9,11.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6YD,878417,2,1,12,111111-111100-000000-010000, , ,SANC, ,0,11/8/2018,8.47,44,1,0,1,50,10,9,2,0.361458333,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,27.68,13.84,50,27.68,0,0,0,0,0,0,0,0,0,14.55,0,0,0,0
B6YD,880110,2,1,18,111111-111111-001111-000111, , , , ,1, ,6.41,37,1,0,0,20,12,3,2,0.791666667,0,0,0,10.37,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,20,20,20,20,0,0,0,20,20,20
B6YD,883706,2,1,18,000000-001101-000000-000000, , ,SRVY, ,0,12/4/2018,8.23,32,1,0,1,400,2,12,3,0.087814583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.26,400,0,110.76,0,0,0,0,0,0,0,0,0,0,0,0
B6YD,886339,2,1,18,111100-000000-000000-000000, , , , ,0,8/9/2017,8.1,39,1,0,0,400,4,20,1,0.145197917,8.28,8.28,5.52,0,0,5.53,10,10,10,10,232.31,400,400,372.38,221.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6YD,887778,2,1,18,111111-011101-111111-110010, , , , ,1, ,8.04,35,1,0,0,20,9,2,4,0.791666667,20,1.74,20,0,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,0,20,20,20,20,20,20,20,20,20,0,0,20,0
B6YD,888676,2,1,18,011001-111111-111111-111000, , ,WITH, ,1, ,8,28,1,0,0,52,16,3,3,0.724358974,28.8,52,52,52,28.8,0,0,0,0,0,0,0,28.8,52,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,43.2,0,0,0
B6YD,891149,2,1,12,101111-111111-111111-000011, ,Y, , ,2, ,7.9,37,1,0,0,637.48,16,4,2,0.724360634,588.44,588.44,588.44,588.44,588.44,882.66,588.44,588.44,588.44,588.44,588.44,294.22,0,637.48,637.48,637.48,637.48,637.48,637.53,735.55,588.44,588.44,441.33,637.48,441.33,637.48,588.44,588.44,441.33,0,0,0,0,637.48,637.48
B6YD,898187,2,1,18,100000-000111-111111-011111, , , , ,2, ,4.15,27,1,0,1,320,9,8,2,0.539098958,0,0,81.23,320,177.22,0,0,0,0,0,0,177.23,0,0,0,0,0,0,0,0,88.61,320,320,320,320,320,320,320,88.61,0,320,320,320,320,265.83
B6YD,898253,2,1,18,111111-101111-111111-011110, , , , ,1, ,7.57,50,1,0,1,57,10,1,3,0.619649123,38.6,42.1,33.09,33.09,31.59,36.8,36.76,38.35,23.75,0,0,12.12,13.15,13.25,19.78,21.81,11.1,10.96,0,33.86,57,57,57,57,57,57,57,57,50.79,0,57,57,57,33.86,0
B6YD,899639,2,1,18,000000-000110-000000-000000, , ,SANC, ,0,2/18/2019,6.24,34,1,0,1,95,2,13,2,0.083333333,43.83,95,43.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0
B6YD,905133,2,1,18,110000-001001-111101-100000, , ,SANC, ,0,9/18/2018,7.31,25,1,0,0,610,5,6,4,0.330926913,918.06,563.06,563.06,563.06,844.59,0,504.09,563.06,563.06,610,563.06,563.06,453.53,0,0,0,0,0,0,506.76,0,0,259.66,610,610,610,610,0,506.76,115,0,0,0,0,0
B6YD,905537,2,1,12,011110-111011-111111-011011, , ,SANC, ,0,2/13/2013,7.29,35,0,0,0,300,8,1,5,0.158333333,0,30,300,0,60,30,30,0,60,60,0,0,30,60,300,30,0,30,30,30,0,30,30,30,300,30,30,30,30,0,30,30,0,30,30
B6YD,906292,2,1,11,000111-111110-001101-000101, , , , ,2, ,4.92,26,1,0,1,319,8,3,5,0.214306431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,45.96,45.96,68.94,22.98,68.94,68.94,0,0,0,16.16,83,0,50,0,0,0,52.41,0,56.49
B6YD,907029,2,1,18,000001-000000-000000-111110, , , , ,1, ,7.21,28,1,0,1,50,5,12,3,0.215908333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.51,0,0,0,0,0,0,0,0,0,0,0,0,43.39,50,27.68,41.51,50,0
B6YD,909034,2,1,18,111111-111111-111100-111100, , , , ,1, ,7.12,35,1,0,0,50,16,2,2,0.346975,0,2.13,3.47,3.36,7.1,10.8,9.36,9.6,12.67,11.52,6.34,1.46,3.47,3.36,9.24,12.53,16.42,20.16,16.13,19.87,27.6,30.91,38.64,30.91,30.91,30.91,25.02,0,0,30.12,30.21,30.6,7.9,0,0
B6YD,910313,2,1,12,110100-010111-110101-010101, , ,PAGR, ,0,8/3/2018,7.07,34,0,0,0,30,5,3,8,0.446551559,95,95,95,95,95,95,52.61,0,0,30,0,30,15,0,95,0,0,0,30,0,95,95,95,95,91.06,0,95,0,95,0,40,0,30,0,30
B6YD,915336,2,1,18,000000-101000-000000-110000, , ,SANC, ,0,4/4/2018,6.84,36,1,0,1,400,2,9,4,0.082198958,0,0,0,0,0,0,0,0,0,0,196.92,0,0,0,0,0,0,288.89,0,88.89,0,0,0,0,0,0,0,0,0,134,277.33,0,0,0,0
B6YD,915684,2,1,12,001111-000011-111111-000000, , ,WITH, ,0,8/13/2018,6.3,24,1,0,1,30,8,6,3,0.283533811,0,0,0,295,0,0,0,0,0,0,0,0,0,4.18,4.86,4.32,2.29,0,0,0,0,81.69,295,295,295,295,295,163.38,46.29,0,0,0,0,0,0
B6YD,916818,2,1,12,000000-000000-000000-000111, , , , ,1, ,6.78,32,1,0,1,120,3,21,1,0.106409722,120,120,120,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,66.46
B6YD,916849,2,1,18,000000-001000-001100-111101, , ,SRVY, ,0,9/20/2018,6.77,34,1,0,1,197,4,8,4,0.235892555,197,54.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.55,0,0,0,0,0,109.1,54.55,0,0,109.1,197,197,197,0,197
B6YD,920194,2,1,18,000001-110000-001111-110101, , ,WITH, ,0,11/3/2017,6.64,31,1,0,1,114,6,6,4,0.395920033,0,0,0,95,0,0,0,95,0,0,0,0,0,0,0,0,78.9,78.9,52.6,0,0,0,0,0,0,95,95,95,95,95,95,0,95,0,95
B6YD,921301,2,1,18,110000-111100-000001-010001, , ,WITH, ,1, ,6.6,41,1,0,1,185,4,7,4,0.173722973,185,185,155.08,0,0,0,0,0,144.05,160.17,0,127.07,185,0,0,0,0,51.81,88.67,51.23,55.13,0,0,0,0,0,0,0,64.72,0,73.84,0,0,0,73.86
B6YD,921832,2,1,18,101111-111000-000111-001111, , , , ,1, ,6.52,31,1,0,1,30,7,6,3,0.133197183,0,0,0,0,0,0,1.4,6.76,8.12,6.92,5.61,1.97,0,2.85,4.2,7.23,6.56,4.14,1.43,0.96,0,0,0,0,0,0,30,30,16.61,0,0,30,30,14.89,8.3
B6YD,923035,2,1,18,010110-000111-100000-000000, , ,SANC, ,0,3/21/2018,6.53,26,1,0,1,145,4,11,4,0.188663793,0,80.3,145,80.3,0,0,0,145,145,0,0,0,85,0,145,145,0,0,0,0,47.1,59.99,132.32,42.14,0,0,0,0,0,0,0,0,0,0,0
B6YD,925056,2,1,18,111111-111111-111101-110000, , ,SANC, ,0,11/28/2018,6.42,35,1,0,1,321,16,4,2,0.66903297,321,321,177.76,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,266.64,321,321,266.64,65.46,0,88.88,115.85,177.76,0,0,0,0
B6YD,926100,2,1,18,111100-111101-010110-000110, , , , ,0,5/10/2018,6.42,32,1,0,0,499,4,4,6,0.359823104,0,680,597.02,512,512,497.05,512,512,283.56,425.34,425.34,512,425.34,512,283.56,0,0,276.37,499,402.29,100.33,0,155.69,0,499,0,165.3,499,0,0,0,0,0.79,1.96,0
B6YD,928187,2,1,18,111100-100101-111100-001111, , , , ,1,2/21/2019,6.33,38,1,0,0,533,5,4,4,0.475664329,0,0,0,0,0,0,0,0,0,0,147.59,360.92,158.68,533,324.71,0,0,36.93,0,0,266.54,0,533,533,526.77,292.92,164.24,0,0,0,0,491.03,533,162.26,170.23
B6YD,928951,2,1,18,111100-000000-000101-111111, , , , ,1, ,6.26,41,1,0,1,50,7,11,2,0.316,0,0,0,0,0,0,0.14,1.76,1.69,1.57,2.85,4.27,8.26,7.86,2.56,0,0,0,0,0,0,0,0,0,0,0,7.46,0,50,50,50,50,50,50,48.79
B6YD,930410,2,1,18,000001-000101-001000-110000, , , , ,0,11/9/2017,6.25,37,1,1,0,307,2,5,6,0.210035288,0,0,0,307,307,0,250,250,250,250,250,0,0,0,0,0,307,0,0,0,175.32,0,307,0,0,307.51,0,0,0,143.6,307.11,0,0,0,0
B6YD,932525,2,1,12,111111-110000-000000-000000, , ,CONF, ,0,6/7/2016,4.58,36,0,0,0,36,8,16,1,0.361180905,0,0,0,0,0,0,0,75,75,83,0,75,75,75,80,75,75,70,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6YD,933303,2,1,18,111111-111110-000001-111111, , , , ,1, ,6.1,31,1,0,1,498,11,6,1,0.65356844,473.32,498,427.91,403.15,402.31,402.3,498,288.08,498,382.04,498,498,498,498,329.84,417.68,417.68,417.68,498,417.67,498,103.65,0,0,0,0,0,0,231.89,498,495.36,498,498,498,498
B6YD,933493,2,1,18,000111-101111-001100-111110, , , , ,0,4/11/2018,6.09,29,1,0,0,105,5,3,5,0.508960317,105,105,105,105,105,105,105,105,105,105,29.07,0,0,0,29.07,105,105,105,0,105,105,58.15,58.15,0,0,58.14,105,0,0,29.07,105,105,105,105,0
B6YD,937555,2,1,18,100000-000010-100000-000000, , ,SANC, ,0,2/6/2018,5.96,28,1,0,0,168,1,11,3,0.058039773,13.29,48,48,48,39.87,0,0,0,48,0,48,48,0,0,0,0,0,0,0,0,0,26.58,0,48,0,0,0,0,0,0,0,0,0,0,0
B6YD,941378,2,1,18,111111-111111-010101-011111, , , , ,1, ,5.81,30,0,0,1,94,12,1,4,0.802646277,94,94,94,94,65.49,0,0,52.05,94,94,94,94,94,112.78,86.74,86.74,108.43,86.74,108.43,86.74,51.45,115.89,97.5,0,94,0,94,0,65.28,0,94,94,52.05,94,94
B6YD,943335,2,1,18,001100-111000-001110-011110, , , , ,0,1/22/2014,5.64,43,0,0,0,50,4,5,5,0.0347,7.05,0,0,0,0,0,0,0,0,0,0,0,0,3.44,8.19,0,0,0.38,2.85,1.14,0,0,0,0,0,3.11,2.24,2.19,0,0,3.94,9.42,2.39,2.35,0
B6YD,945300,2,1,18,111110-011000-011111-111000, , ,SRVY, ,0,1/22/2019,5.64,44,1,0,1,116,8,4,3,0.598157328,116,0,116,116,116,64.24,64.24,0,0,0,0,116,116,116,116,116,0,0,96.36,64.24,0,0,0,0,116,116,116,116,116,116,112.67,116,0,0,0
B6YD,945694,2,1,18,111100-000000-000101-111111, , , , ,1, ,5.64,41,1,0,1,104,7,11,2,0.315997596,0,0,0,0,0,0,0.29,3.67,3.52,3.26,5.92,8.87,17.18,16.35,5.33,0,0,0,0,0,0,0,0,0,0,0,15.52,0,104,104,104,104,104,104,101.48
B6YD,946913,2,1,18,111111-001110-100000-000011, , , , ,1, ,4.13,32,1,0,1,395,6,9,3,0.422619198,0,0,0,0,0,204.51,0,0,395,207.2,203.78,395,395,395,395,395,395,0,0,192.78,395,395,0,39.88,0,0,0,0,0,0,0,0,0,218.77,395
B6YD,947841,2,1,18,000000-000000-000000-000011, , , ,HEAR,0,10/26/2017,5.55,44,1,1,1,74,2,22,1,0.074074074,62,62,23.48,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,50
B6YD,951384,2,1,18,011111-001110-000000-000000, , , , ,0,2/7/2018,5.42,36,1,0,1,30,5,13,3,0.250972222,0,30,30,30,30,30,0,30,0,30,0,0,30,5.79,30,30,30,0,0,8.3,30,16.61,0,0,0,0,0,0,0,0,0,0,0,0,0
B6YD,954204,2,1,18,000100-111111-100000-000000, , ,SRVY, ,1,2/16/2019,5.3,34,0,0,1,83,7,11,3,0.367455197,0,0,0,0,0,0,0,83,81.37,68.94,45.96,0,0,0,83,0,0,45.96,83,83,83,71.16,83,83,0,0,0,0,0,0,0,0,0,0,0
B6YD,954397,2,1,18,000110-111111-011111-001111, , , , ,1,11/27/2018,5.3,42,1,0,0,418,6,3,4,0.634033094,418,418,362.19,418,418,418,418,349.88,418,383.78,0,0,0,0,298.46,207.11,0,394.57,418,393.51,418,418,411.11,0,231.5,418,418,418,418,0,0,418,331.18,331.18,418
B6YD,957005,2,1,18,011110-111000-011110-001111, , , , ,1, ,5.17,24,1,0,1,69,4,4,4,0.532022947,69,69,69,69,38.21,69,0,0,0,0,0,0,19.1,69,69,69,0,69,69,38.21,0,0,0,0,38.21,69,69,38.21,0,0,0,69,69,69,57.3
B6YD,959127,2,1,18,111110-011111-111101-111111, , , , ,1, ,5.06,27,1,0,0,320,9,2,2,0.683880208,443.07,295.38,349.17,147.68,295.36,369.2,221.52,0,147.69,320,320,320,320,320,177.23,277.2,0,0,46.56,143.55,131.51,100.86,100.86,242.43,320,320,192,0,320,320,320,320,320,320,320
B6YD,959136,2,1,18,000000-000100-000000-100000, , ,SANC, ,0,11/8/2018,5.08,29,0,0,0,30,1,9,3,0.141525,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,16.61,0,0,0,0,0
B6YD,959728,2,1,11,111000-000000-000000-000000, , ,SANC, ,0,9/12/2017,5.03,42,1,0,1,30,3,21,1,0.100625,0,0,6.8,13.12,11.87,13.2,6.16,21.5,6.27,0,3.01,12.45,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6YD,962597,2,1,12,000011-110000-000000-000000, , ,SANC, ,0,10/31/2017,4.9,36,1,0,1,29.96,4,16,2,0.308342574,375,0,0,0,0,500,0,0,0,0,0,0,0,0,0,598.84,547.78,526.27,240.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6YD,963256,2,1,12,111111-111111-111110-001001, , ,WITH, ,1,2/11/2019,4.86,32,1,0,1,320,17,3,2,0.604372396,295.38,295.38,295.38,359.31,0,295.38,295.38,320,320,320,320,320,344.52,295.38,295.38,295.38,295.38,194.71,69.5,217.2,320,232.14,320,320,295.38,513.93,195.98,35.46,0,0,0,39.54,0,0,41.7
B6YD,967866,2,1,12,101110-110010-000101-101000, , ,SANC, ,0,11/29/2018,4.66,31,1,0,0,425,3,4,7,0.32015,425,425,0,0,0,0,0,0,0,150,0,50,0,235.38,353.07,425,0,275,150,0,0,425,0,0,0,0,425,0,425,117.69,0,384.39,0,0,0
B6YD,969892,2,1,18,001001-011000-111011-000110, , , , ,0,5/2/2018,4.55,41,1,0,1,114,3,3,7,0.695504386,0,114,0,0,0,114,0,114,0,468,0,0,0,200,0,0,170,0,52.6,228,0,0,0,31.56,93.75,318.28,0,78.9,250,0,0,0,179.81,300,0
B6YD,970382,2,1,18,011011-001111-111011-110111, , , , ,0,2/28/2019,4.54,40,1,0,0,393,7,2,5,0.726125954,115,0,0,0,0,0,0,0,393,0,393,0,393,393,0,393,393,0,0,393,326.49,393,393,393,393,234.33,0,393,393,393,393,0,393,393,393
B6YD,970683,2,1,18,001100-100111-001111-111010, , , , ,0,10/12/2015,4.53,35,1,0,0,30,7,2,6,0.108724129,0,0,0,0,0,0,0,0,500,0,100,0,0,200,100,0,0,200,0,0,30,30,30,0,0,30,30,30,30,30,30,30,0,30,0
B6YD,972537,2,1,11,111010-010000-000000-000000, , ,SANC, ,0,11/17/2017,4.44,32,1,0,0,739,3,16,3,0.087605512,378.27,683,683,683,683,683,683,360.53,683,378.26,238.64,683,189.13,168,0,354.3,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6YD,972642,2,1,18,110000-000000-000000-000000, , , , ,0,5/31/2017,4.44,29,1,0,1,317,2,22,1,0.032172373,60.36,0,0,0,0,0,0,0,0,90.54,109,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6YD,974634,2,1,12,111111-111111-111111-000111, , , , ,2, ,4.35,41,0,0,0,232.5,18,3,1,0.865973118,343.38,214.62,214.61,107.3,0,232.5,232.5,232.5,232.5,232.5,253,257.52,257.52,268.25,278.98,278.98,265.75,232.5,232.5,214.6,214.6,214.6,107.3,150.08,250.34,280.17,343.38,180.25,107.31,0,0,0,232.5,232.5,232.5
B6YD,974635,2,1,12,101111-111000-000111-001111, , , , ,1, ,4.33,31,1,0,1,30,7,6,3,0.156929601,0,0,0,0,0,0,1.25,6.03,7.25,6.18,5,1.76,0,2.55,0.61,7.23,6.55,4.14,1.43,0.95,0,0,0,0,0,0,30,30,16.61,0,0,30,30,14.89,8.3
B6YD,975178,2,1,18,111111-111111-111111-011100, , , , ,0,11/17/2015,4.33,29,1,1,0,580,18,2,2,0.877437326,600,600,0,600,600,0,600,600,600,0,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,0,600,600,600,0,0
B6YD,975310,2,1,18,000100-001101-110101-111110,SSD, , , ,1, ,4.28,40,0,0,0,88,6,4,6,0.478878266,108.9,0,0,0,0,0,0,80.3,145,40.15,0,0,0,0,117,0,0,0,0,80.3,40.15,0,145,145,145,0,145,0,145,150.56,125.71,88,88,88,0
B6YD,978699,2,1,18,000000-001111-111011-111110, , , , ,0,6/4/2015,4.15,29,1,0,0,30,7,8,3,0.10725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,1.86,1.96,2.06,1.96,2.46,2.35,0,1.9,3.47,3.47,3.36,13.54,15.33,19.2,0
B6YD,980512,2,1,11,000100-000000-000001-001100, , , , ,1, ,4.07,38,1,0,1,50,2,13,4,0.050733138,160.92,80.46,69.23,69.23,87.78,132.11,0,175.56,317,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,50,0,0
B6YD,980603,2,1,12,111111-111111-111000-001111, , , , ,1,11/20/2018,4.08,48,0,0,0,104,15,5,1,0.795521173,0,0,80.3,80.3,0,0,80.3,145,145,80.3,0,145,145,145,145,145,145,145,145,104,145,145,145,145,145,120.45,0,0,0,0,0,62.4,104,62.4,104
B6YD,981690,2,1,12,111111-000000-000000-100001, ,Y,SRVY, ,0,5/10/2018,4.03,25,1,0,1,351,6,12,2,0.31474359,324,324,351,324,324,351,324,324,351,243,243,351,351,351,351,351,194.4,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,351
B6YD,986357,2,1,12,111000-010100-110010-010000, , ,SRVY, ,0,2/4/2019,3.81,38,0,0,1,30,3,4,6,0.100492147,195,195,0,0,0,0,0,0,0,0,195,41.78,3.12,3.01,0,0,0,0,30,0,60,0,0,60,30,0,0,30,0,0,30,0,0,0,0
B6YD,993438,2,1,18,111111-111111-000001-001111, , , , ,0,2/15/2019,3.48,28,1,0,0,905,12,5,2,0.665608195,518.55,868.99,868.99,237.88,501.23,905,905,905,905,905,905,905,835.38,835.38,1127.75,835.38,835.38,835.38,835.38,1197.29,835.38,905,835.38,0,0,0,0,0,422.72,0,0,905,905,905,501.21
B6YD,995649,2,1,18,000000-000000-000000-000110, , ,SRVY, ,0,2/26/2019,3.38,39,1,0,1,353,2,21,2,0.043677998,329.3,329.3,353,353,246.98,353,329.3,164.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.02,185.02,0
B6YD,995878,2,1,18,000000-000000-000000-001110, , , , ,1, ,3.32,47,1,0,0,631,3,20,2,0.08778196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.73,631,176.64,0
